Description,Price,Rating,Review Count,Url
Razer Viper V2 Pro HyperSpeed Wireless Gaming Mouse: 59g Ultra-Lightweight - Optical Switches Gen-3 - 30K Optical Sensor - On-Mouse DPI Controls - 80hr Battery - USB Type C Cable Included - White,$137.99,4.5 out of 5 stars,(742),https://www.amazon.com/Razer-HyperSpeed-Wireless-Gaming-Mouse/dp/B09VCSKB1C/ref=sr_1_47?keywords=gaming+mouse&qid=1673328837&sr=8-47
"TMKB Falcon M1SE Ultralight Honeycomb Gaming Mouse, High-Precision 12800DPI Optical Sensor, 6 Programmable Buttons, Customizable RGB, Drag-Free Paracord, Ergonomic Wired Gaming Mouse - Matte White",$19.99,4.4 out of 5 stars,(16),https://www.amazon.com/TMKB-M1SE-High-Precision-Programmable-Customizable/dp/B0BGKBT1JG/ref=sr_1_48?keywords=gaming+mouse&qid=1673328837&sr=8-48
"Logitech G600 MMO Gaming Mouse, RGB Backlit, 20 Programmable Buttons",$34.99,4.5 out of 5 stars,"(15,878)",https://www.amazon.com/Logitech-Gaming-Backlit-Programmable-Buttons/dp/B0086UK7IQ/ref=sr_1_49?keywords=gaming+mouse&qid=1673328837&sr=8-49
"Logitech G403 Hero 25K Gaming Mouse, Lightsync RGB, Lightweight 87G+10G optional, Braided Cable, 25, 600 DPI, Rubber Side Grips",$43.90,4.5 out of 5 stars,"(3,098)",https://www.amazon.com/Logitech-G403-Hero-Gaming-Mouse/dp/B07L4LRCXN/ref=sr_1_50?keywords=gaming+mouse&qid=1673328837&sr=8-50
"Redragon M801 Gaming Mouse LED RGB Backlit MMO 9 Programmable Buttons Mouse with Macro Recording Side Buttons Rapid Fire Button 16000 DPI for Windows PC Gamer (Wired, Black)",$29.99,4.5 out of 5 stars,"(3,618)",https://www.amazon.com/Redragon-Programmable-Buttons-Switches-Profiles/dp/B00GU4F4OM/ref=sr_1_51?keywords=gaming+mouse&qid=1673328837&sr=8-51
"SteelSeries Aerox 3 Wireless - Super Light Gaming Mouse - 18,000 CPI TrueMove Air Optical Sensor - Ultra-lightweight 68g Water Resistant Design - 200 Hour Battery Life – Onyx",$73.98,4.4 out of 5 stars,(771),https://www.amazon.com/SteelSeries-Aerox-Wireless-Ultra-Lightweight-Resistant/dp/B09KMCYKHR/ref=sr_1_52?keywords=gaming+mouse&qid=1673328837&sr=8-52
"BENGOO Wireless Gaming Mouse, Computer Mouse USB Wireless Mouse with 6 Programmed Buttons 3 Adjustable DPI RGB Backlits USB Receiver, Ergonomic Optical Gamer Mice for Windows PC Mac",$19.99,4.0 out of 5 stars,(29),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A049547115VNTXLETGCU4&qualifier=1673328837&id=751351008042238&widgetName=sp_btf&url=%2FBENGOO-Wireless-Programmed-Adjustable-Ergonomic%2Fdp%2FB0BGRR16K3%2Fref%3Dsr_1_53_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328837%26sr%3D8-53-spons%26psc%3D1%26smid%3DASV2S7F54WC6S
"GK-XLI Gaming Mouse Wired, RGB Computer Gaming USB Mouse Wired with Chroma Backlight Mode, Adjustable High-Precision DPI Ergonomic PC Gaming Mice for Gamer, RGB Light Wired Mouse for Laptop",$9.99,4.2 out of 5 stars,(27),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0552074126H36QLU758M&qualifier=1673328837&id=751351008042238&widgetName=sp_btf&url=%2FGK-XLI-Backlight-Adjustable-High-Precision-Ergonomic%2Fdp%2FB0BNWLCM36%2Fref%3Dsr_1_54_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328837%26sr%3D8-54-spons%26psc%3D1
"ZADEZ Gaming Mouse, GT-613M, Wired Gaming Mouse, Ergonomic Programmable Mice, Black Light LEDs, 7 Function Keys, DPI 1000 Hz for Window PC Gamers - Black",$31.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A025661125UQQ0E3HXMES&qualifier=1673328839&id=4915155168779107&widgetName=sp_atf_next&url=%2FZadez-Gaming-Mouse-GT-613M-Windows%2Fdp%2FB074S632VL%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328839%26sr%3D8-49-spons%26psc%3D1
"RAPOO Bluetooth 2.4G Wireless Mouse, 3 Bluetooth Channels with 1 USB Receiver Mouse, Connect up to 4 Devices, Portable Computer Mice for PC, Tablet, Laptop",$34.99,4.3 out of 5 stars,(384),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0140583D89BYQ89IIO7&qualifier=1673328839&id=4915155168779107&widgetName=sp_atf_next&url=%2FBluetooth-Wireless-Channels-Receiver-Noiseless%2Fdp%2FB0773RVD3F%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328839%26sr%3D8-50-spons%26psc%3D1
"Redragon M656 Gainer Wireless Gaming Mouse, 4000 DPI 2.4Ghz Wireless Gamer Mouse w/ 5 DPI Levels, 7 Macro Buttons, Red LED Backlit & Pro Software/Drive Supported, for PC/Mac/Laptop",$19.99,4.5 out of 5 stars,"(2,992)",https://www.amazon.com/Redragon-M656-Wireless-Software-Supported/dp/B09VPBF8NY/ref=sr_1_51?keywords=gaming+mouse&qid=1673328839&sr=8-51
"Razer Mamba Elite Wired Gaming Mouse: 16,000 DPI Optical Sensor - Chroma RGB Lighting - 9 Programmable Buttons - Mechanical Switches",$39.95,4.6 out of 5 stars,"(19,022)",https://www.amazon.com/Razer-Mamba-Elite-Programmable-Ergonomic/dp/B07F816PH9/ref=sr_1_52?keywords=gaming+mouse&qid=1673328839&sr=8-52
"RGB Gaming Mouse Wired,PC Gaming Mouse with 8 Programmable Buttons,Chroma RGB Backlits,Adjustable 7200 DPI,Rubber Side Grips,On-Board Memory,Ergonomic USB Computer Mice for Windows/PC/Mac/Laptop Gamer",$9.99,4.4 out of 5 stars,(195),https://www.amazon.com/Programmable-Backlits-Adjustable-Ergonomic-Computer/dp/B09NVYSDYP/ref=sr_1_53?keywords=gaming+mouse&qid=1673328839&sr=8-53
"RedThunder K84 Wireless Keyboard and Mouse Combo, RGB Backlit Rechargeable Battery, 75% Layout 84 Keys TKL Ultra Compact Gaming Keyboard & Lightweight 3200 DPI Honeycomb Optical Mouse (White-Gray)",$54.99,4.0 out of 5 stars,(211),https://www.amazon.com/RedThunder-Rechargeable-Lightweight-Honeycomb-White-Gray/dp/B0B8C9GRWD/ref=sr_1_54?keywords=gaming+mouse&qid=1673328839&sr=8-54
Razer Orochi V2 Mobile Wireless Gaming Mouse: Ultra Lightweight - 2 Wireless Modes - Up to 950hrs Battery Life - Mechanical Mouse Switches - 5G Advanced 18K DPI Optical Sensor - White,$44.78,4.6 out of 5 stars,"(2,722)",https://www.amazon.com/Razer-Orochi-Mobile-Wireless-Gaming/dp/B0916MW7CG/ref=sr_1_55?keywords=gaming+mouse&qid=1673328839&sr=8-55
"Bluetooth Mouse, Rechargeable Wireless Gaming Mouse, 3 Modes(BT5.0, BT3.0 and USB), 7 Color RGB Mouse Ergonomic Computer Mice with 3 Adjustable DPI Levels, for PC Laptop Mac Chromebook Tablet - White",$18.88,4.3 out of 5 stars,"(1,469)",https://www.amazon.com/Bluetooth-Rechargeable-Ergonomic-Adjustable-Chromebook/dp/B0BCPHRYML/ref=sr_1_56?keywords=gaming+mouse&qid=1673328839&sr=8-56
Redragon M602 RGB Wired Gaming Mouse RGB Spectrum Backlit Ergonomic Mouse Griffin Programmable with 7 Backlight Modes up to 7200 DPI for Windows PC Gamers (Black),$22.99,4.7 out of 5 stars,"(29,467)",https://www.amazon.com/Redragon-M602-Ergonomic-High-Precision-Programmable/dp/B011HMDZ0Q/ref=sr_1_57?keywords=gaming+mouse&qid=1673328839&sr=8-57
Razer Viper Ultralight Ambidextrous Wired Gaming Mouse: 2nd Generation Razer Optical Mouse Switches - Razer 5G Optical Sensor - 71g Lightweight Design - Speedflex Cable - Mercury White,$43.95,4.7 out of 5 stars,(346),https://www.amazon.com/Razer-Viper-Ultralight-Ambidextrous-Gaming/dp/B08LYVLM84/ref=sr_1_58?keywords=gaming+mouse&qid=1673328839&sr=8-58
"Redragon M693 Wireless Bluetooth Gaming Mouse, 8000 DPI Wired/Wireless Gamer Mouse w/ 3-Mode Connection, BT & 2.4G Wireless, 7 Macro Buttons, Durable Power Capacity and RGB Backlight for PC/Mac/Laptop",$34.99,4.5 out of 5 stars,(28),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0879021284UAGKXKL4ZH&qualifier=1673328839&id=4915155168779107&widgetName=sp_mtf&url=%2FRedragon-M693-Bluetooth-Connection-Backlight%2Fdp%2FB0BFWPRSST%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328839%26sr%3D8-59-spons%26psc%3D1
"T-DAGGER Wireless Gaming Mouse- USB Cordless PC Computer Mice with LED Red Backlit, Ergonomic Silent Gamer Laptop Mouse with 7 Silent Click Buttons, 5 Adjustable DPI Plug & Play for PC, Windows, Mac",$16.99,4.5 out of 5 stars,(716),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A017570521YUDLID8T3B0&qualifier=1673328839&id=4915155168779107&widgetName=sp_mtf&url=%2FWireless-Cordless-Computer-Ergonomic-Adjustable%2Fdp%2FB09QS2GS2H%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328839%26sr%3D8-60-spons%26psc%3D1
"EKSA Gaming Mouse, Computer Mouse with 7 Programmable Buttons, Wired Gaming Mice with Chroma RGB 6 Backlit & Adjustable 8000DPI for Windows PC Gamers",$16.99,4.5 out of 5 stars,(406),https://www.amazon.com/EKSA-Computer-Programmable-Buttons-Adjustable/dp/B09NPLCQ7R/ref=sr_1_61?keywords=gaming+mouse&qid=1673328839&sr=8-61
"RedThunder K10 Wireless Gaming Keyboard and Mouse Combo, LED Backlit Rechargeable 3800mAh Battery, Mechanical Feel Anti-ghosting Keyboard + 7D 3200DPI Mice for PC Gamer (Black)",$64.99,4.1 out of 5 stars,"(1,618)",https://www.amazon.com/RedThunder-Wireless-Rechargeable-Mechanical-Anti-ghosting/dp/B09BR46F63/ref=sr_1_62?keywords=gaming+mouse&qid=1673328839&sr=8-62
"Logitech G PRO X SUPERLIGHT Wireless Gaming Mouse, Ultra-Lightweight, HERO 25K Sensor, 25,600 DPI, 5 Programmable Buttons, Long Battery Life, Compatible with PC / Mac - Black",$136.50,4.8 out of 5 stars,"(7,712)",https://www.amazon.com/Logitech-SUPERLIGHT-Ultra-Lightweight-Programmable-Compatible/dp/B087LXCTFJ/ref=sr_1_63?keywords=gaming+mouse&qid=1673328839&sr=8-63
"BENGOO KM-2 Wireless Gaming Mouse, Computer Mouse USB Wireless Mouse with 7 Programmed Buttons 3 Adjustable DPI RGB Backlits Rapid Fire Button, Ergonomic Optical Gamer Mice for Windows PC Mac",$19.99,4.5 out of 5 stars,(324),https://www.amazon.com/BENGOO-Wireless-Programmed-Adjustable-Ergonomic/dp/B0B63JQ2X5/ref=sr_1_64?keywords=gaming+mouse&qid=1673328839&sr=8-64
"BENGOO Wireless Gaming Mouse, Computer Mouse USB Wireless Mouse with 6 Programmed Buttons 3 Adjustable DPI RGB Backlits USB Receiver, Ergonomic Optical Gamer Mice for Windows PC Mac",$19.99,4.0 out of 5 stars,(29),https://www.amazon.com/BENGOO-Wireless-Programmed-Adjustable-Ergonomic/dp/B0BGRR16K3/ref=sr_1_65?keywords=gaming+mouse&qid=1673328839&sr=8-65
Razer Viper 8KHz Ultralight Ambidextrous Wired Gaming Mouse: Fastest Gaming Switches - 20K DPI Optical Sensor - Chroma RGB Lighting - 8 Programmable Buttons - 8000Hz HyperPolling - Classic Black,$44.99,4.5 out of 5 stars,"(1,467)",https://www.amazon.com/Razer-Viper-Ultralight-Ambidextrous-Gaming/dp/B08QVM2JMQ/ref=sr_1_66?keywords=gaming+mouse&qid=1673328839&sr=8-66
SteelSeries Aerox 9 Wireless – Ultra-Lightweight Wireless Gaming Mouse – 18000 CPI – TrueMove Air Optical Sensor - Water Resistant– 180 Hour Battery – 18 Programmable Buttons,$104.99,4.0 out of 5 stars,(387),https://www.amazon.com/SteelSeries-Aerox-Wireless-Ultra-Lightweight-Programmable/dp/B09VNPB6Q1/ref=sr_1_67?keywords=gaming+mouse&qid=1673328839&sr=8-67
Razer DeathAdder V2 Pro Wireless Gaming Mouse: 20K DPI Optical Sensor - 3X Faster Than Mechanical Optical Switch - Chroma RGB Lighting - 70 Hr Battery Life - 8 Programmable Buttons - Classic Black,$73.70,4.6 out of 5 stars,"(3,030)",https://www.amazon.com/Razer-DeathAdder-Wireless-Gaming-Mouse/dp/B08FQMBKQG/ref=sr_1_68?keywords=gaming+mouse&qid=1673328839&sr=8-68
"DeLUX 67G (2.36oz) Lightweight Gaming Mouse with PMW3389 Sensor, 50 to 16000CPI, Paracord Cable, Ormon Switch, RGB Backlit, 7 Programmable Buttons and On-Board Pro Software (M700BU(Pink))",$19.99,4.6 out of 5 stars,(142),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0367741FSSXRNQFVNC0&qualifier=1673328839&id=4915155168779107&widgetName=sp_btf&url=%2FLightweight-16000CPI-Paracord-Programmable-Software%2Fdp%2FB08JTLKZXL%2Fref%3Dsr_1_69_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328839%26sr%3D8-69-spons%26psc%3D1
"DeLUX Upgraded Wired Ergonomic Vertical Mouse, Large Ergonomic Computer Mouse with 6 Programmable Buttons, 4200DPI, Removable Rest and for Reduce Wrist Pain for PC Computer Laptop (M618BU-Black/Grey)",$19.99,4.3 out of 5 stars,(363),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A06928683NF2G6VR0VONT&qualifier=1673328839&id=4915155168779107&widgetName=sp_btf&url=%2FErgonomic-Vertical-Adjustable-Removable-Grey-M618BU%2Fdp%2FB07GGSYVJP%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328839%26sr%3D8-70-spons%26psc%3D1
"Uiosmuph LED Wireless Mouse, G12 Slim Rechargeable Wireless Silent Mouse, 2.4G Portable USB Optical Wireless Computer Mice with USB Receiver and Type C Adapter (Matte Black)",$12.99,4.4 out of 5 stars,"(54,922)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A033404028BK72L36VHDX&qualifier=1673328841&id=2027696054022002&widgetName=sp_atf_next&url=%2FWireless-Uiosmuph-Rechargeable-Portable-Computer%2Fdp%2FB0836GXKKB%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328841%26sr%3D8-65-spons%26psc%3D1
"RedThunder K10 Wireless Gaming Keyboard and Mouse Combo, LED Backlit Rechargeable 3800mAh Battery, Mechanical Feel Anti-ghosting Keyboard + 7D 3200DPI Mice for PC Gamer (White)",$64.99,4.1 out of 5 stars,"(1,618)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0191313RZ8A67B3IG3R&qualifier=1673328841&id=2027696054022002&widgetName=sp_atf_next&url=%2FRedThunder-Wireless-Rechargeable-Mechanical-Anti-ghosting%2Fdp%2FB09BR3N9B8%2Fref%3Dsr_1_66_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328841%26sr%3D8-66-spons%26psc%3D1
"MAGIC-REFINER Wired Lightweight Gaming Mouse, 69g Ultralight Honeycomb Shell, RGB Chroma Backlit, 6400 DPI Optical Sensor, Ergonomic 6 Programmable Buttons for E-Sports,Laptop,PC,Mac Gamer",$21.99,,,https://www.amazon.com/MAGIC-REFINER-Lightweight-Ultralight-Honeycomb-Programmable/dp/B0BPBS5JZ3/ref=sr_1_68?keywords=gaming+mouse&qid=1673328841&sr=8-68
"EVGA X15 MMO Gaming Mouse, 8k, Wired, Black, Customizable, 16,000 DPI, 5 Profiles, 20 Buttons, Ergonomic 904-W1-15BK-KR",$41.99,3.7 out of 5 stars,(688),https://www.amazon.com/EVGA-X15-Customizable-Ergonomic-904-W1-15BK-KR/dp/B09CRN2BMS/ref=sr_1_69?keywords=gaming+mouse&qid=1673328841&sr=8-69
"ZIYOU LANG Lightweight RGB Gaming Mouse,65G Honeycomb Ultralight Mouse with High Precision Sensor 6400DPI,6 Button Programmable USB Gaming Mice,Precise Registration for PC Gamers Xbox PS4 Users-Green",$18.99,,,https://www.amazon.com/ZIYOU-LANG-Lightweight-Programmable-Registration/dp/B0BMPBZ3QL/ref=sr_1_70?keywords=gaming+mouse&qid=1673328841&sr=8-70
Glorious Gaming Mouse - Glorious Model D Honeycomb Mouse - Superlight RGB PC Mouse - 68 g - Matte Black Wired Mouse,$39.99,4.7 out of 5 stars,"(6,525)",https://www.amazon.com/Glorious-PC-Gaming-Race-Gaming-Maus/dp/B0822YH9SC/ref=sr_1_71?keywords=gaming+mouse&qid=1673328841&sr=8-71
"Gaming Mouse Wired,PC Gaming Mice[Fire & Sniper Button][Adjustable Weight] with 10 Programmable Buttons,12000 DPI Option Sensor,RGB,On-Board Memory,Ergonomic USB Computer Mice for PC/Mac Gamer-Black",$5.99,4.4 out of 5 stars,(23),https://www.amazon.com/Adjustable-Programmable-Ergonomic-Computer-Gamer-Black/dp/B09QRWDKNH/ref=sr_1_72?keywords=gaming+mouse&qid=1673328841&sr=8-72
"GK-XLI Gaming Mouse Wired - Lightweight Gaming Mice Breathing RGB Plug Play High-Precision Adjustable 7200 DPI Mouse, 7 Programmable Buttons, Ergonomic Mouse for PC Laptop(Black)",$12.99,4.4 out of 5 stars,(73),https://www.amazon.com/GK-XLI-Gaming-Mouse-Wired-High-Precision/dp/B0BBQDJ2NF/ref=sr_1_73?keywords=gaming+mouse&qid=1673328841&sr=8-73
"RedThunder 60% Gaming Keyboard and Mouse Combo, Ultra-Compact 61 Keys RGB Backlit Mini Keyboard, Lightweight 7200 DPI Honeycomb Optical Mouse, RGB Wired Gaming Set for PC MAC PS5 Xbox Gamer(White)",$45.99,4.3 out of 5 stars,"(1,454)",https://www.amazon.com/RedThunder-Keyboard-Ultra-Compact-Lightweight-Honeycomb/dp/B09N8YCFDV/ref=sr_1_74?keywords=gaming+mouse&qid=1673328841&sr=8-74
"VersionTECH. Wireless Gaming Mouse, Rechargeable Computer Mouse Mice with Colorful LED Lights, Silent Click, 2.4G USB Nano Receiver, 3 Level DPI for PC Gamer Laptop Desktop Chromebook Mac -Black",$15.99,4.4 out of 5 stars,"(2,689)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A08813291DCYGMKYK1ZHP&qualifier=1673328841&id=2027696054022002&widgetName=sp_mtf&url=%2FVersionTECH-Wireless-Rechargeable-Computer-Chromebook%2Fdp%2FB092QXSVSB%2Fref%3Dsr_1_75_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328841%26sr%3D8-75-spons%26psc%3D1%26smid%3DA3JYODG1N7JTWY
"Logitech G502 X LIGHTSPEED Wireless Gaming Mouse - Optical mouse with LIGHTFORCE hybrid optical-mechanical switches, HERO 25K gaming sensor, compatible with PC - macOS/Windows - Black",$139.99,4.6 out of 5 stars,(349),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A07800941XOJL7EYYPUC6&qualifier=1673328841&id=2027696054022002&widgetName=sp_mtf&url=%2FLogitech-Artanis-WL-Core-Black%2Fdp%2FB092CRH1RX%2Fref%3Dsr_1_76_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328841%26sr%3D8-76-spons%26psc%3D1
"Cooler Master MM712 30th Anniversary Wireless Gaming Mouse Black, Adjustable 19,000 DPI, 2.4GHz and Bluetooth Wireless, Ultraweave Cable, PTFE Feet, RGB Lighting, MasterPlus+ Software (MM-712-KCOH1)",$64.99,4.6 out of 5 stars,"(6,229)",https://www.amazon.com/Cooler-Master-Anniversary-Adjustable-MM-712-KCOH1/dp/B0BN4PFBZD/ref=sr_1_77?keywords=gaming+mouse&qid=1673328841&sr=8-77
"AJ52PRO Watcher 2.4G Wireless/ Bluetooth 5.0/ Wired Gaming Mouse, 10000 DPI, Programmable 7 Buttons, Ergonomic LED Backlit USB Gamer Mice Computer Laptop PC, for Windows Mac Linux OS, Star Black",$29.99,4.4 out of 5 stars,(8),https://www.amazon.com/Wireless-Bluetooth-Programmable-Ergonomic-Computer/dp/B0BCL2YF5F/ref=sr_1_78?keywords=gaming+mouse&qid=1673328841&sr=8-78
"ASUS ROG Spatha X Wireless Gaming Mouse (Magnetic Charging Stand, 12 Programmable Buttons, 19,000 DPI, Push-fit Hot Swap Switch Sockets, ROG Micro Switches, ROG Paracord and Aura RGB lighting)",$149.99,4.4 out of 5 stars,(409),https://www.amazon.com/ASUS-ROG-Wireless-Magnetic-Programmable/dp/B09726KT4R/ref=sr_1_79?keywords=gaming+mouse&qid=1673328841&sr=8-79
Razer Orochi V2 Mobile Wireless Gaming Mouse: Ultra Lightweight - 2 Wireless Modes - Up to 950hrs Battery Life - Mechanical Mouse Switches - 5G Advanced 18K DPI Optical Sensor - Classic Black,$39.98,4.4 out of 5 stars,(169),https://www.amazon.com/Razer-Orochi-Mobile-Wireless-Gaming/dp/B0916N2LPZ/ref=sr_1_80?keywords=gaming+mouse&qid=1673328841&sr=8-80
"Wireless Gaming Mouse Bluetooth Mouse RGB Rechargeable 2.4G USB Cordless Computer Mice with 7 Color Backlit, 6 Buttons & Silent Click for Laptop, iPad, Mac OS, PC, Windows -Black",$15.99,4.2 out of 5 stars,(61),https://www.amazon.com/Wireless-Bluetooth-Rechargeable-Cordless-Computer/dp/B0B7PPZVN7/ref=sr_1_81?keywords=gaming+mouse&qid=1673328841&sr=8-81
"zelotes T90 Gaming Mouse 9200 DPI, 8 Programmable Buttons Multi-Modes LED Lights USB Gaming Mice, Weight Tuning for Laptop, Desktop, PC,- Black",$18.99,4.4 out of 5 stars,"(4,819)",https://www.amazon.com/Zelotes-Buttons-Multi-Modes-Desktop-MacBook/dp/B07RHYTVMT/ref=sr_1_82?keywords=gaming+mouse&qid=1673328841&sr=8-82
Large RGB Gaming Mouse Pad -15 Light Modes Touch Control Extended Soft Computer Keyboard Mat Non-Slip Rubber Base for Gamer Esports Pros 31.5X11.8,$15.49,4.7 out of 5 stars,"(1,497)",https://www.amazon.com/Extended-Computer-Keyboard-Non-Slip-31-5X11-8/dp/B09M3R13NQ/ref=sr_1_83?keywords=gaming+mouse&qid=1673328841&sr=8-83
"Redragon M811 Aatrox MMO Gaming Mouse, 15 Programmable Buttons Wired RGB Gamer Mouse w/ Ergonomic Natural Grip Build, 10 Side Macro Keys, Software Supports DIY Keybinds & Backlit",$34.99,3.9 out of 5 stars,(106),https://www.amazon.com/Redragon-M811-Programmable-Ergonomic-Software/dp/B0B3J9WSJQ/ref=sr_1_84?keywords=gaming+mouse&qid=1673328841&sr=8-84
"ENHANCE Theorem 2 MMO Mouse with 13 Programmable Side Buttons - RGB Gaming Mouse with 6 Customizable DPI Settings, 5 Gaming Profiles, Quick Fire Button, USB Ergonomic Wired Mouse - Black",$29.99,3.9 out of 5 stars,(34),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A001474339QQ7HSXT15HS&qualifier=1673328841&id=2027696054022002&widgetName=sp_btf&url=%2FENHANCE-Theorem-Gaming-Programmable-Buttons%2Fdp%2FB08CYBWBW3%2Fref%3Dsr_1_85_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328841%26sr%3D8-85-spons%26psc%3D1%26smid%3DA17IS3V46S4DN9
"SteelSeries Aerox 3 Wireless - Super Light Gaming Mouse - 18,000 CPI TrueMove Air Optical Sensor - Ultra-lightweight 68g Water Resistant Design - 200 Hour Battery Life – Snow",$99.99,4.4 out of 5 stars,(771),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A029443019ROL71BEQ4YZ&qualifier=1673328841&id=2027696054022002&widgetName=sp_btf&url=%2FSteelSeries-Aerox-Wireless-Ultra-Lightweight-Resistant%2Fdp%2FB0966V1GPG%2Fref%3Dsr_1_86_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328841%26sr%3D8-86-spons%26psc%3D1
"USB Wired Mouse, Sookity LED Computer Mouse with 4 Rainbow Lights and Ergonomic Design, 1600 DPI Portable Laptop Mouse, Clicking Noiseless and Scrolling, for Windows PC, Laptop, Desktop, Notebook",$9.99,5.0 out of 5 stars,(1),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A06045571HGBA0WQNJBCA&qualifier=1673328842&id=7266157594052332&widgetName=sp_atf_next&url=%2FSookity-Computer-Ergonomic-Noiseless-Scrolling%2Fdp%2FB0BK18LXWJ%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328842%26sr%3D8-81-spons%26psc%3D1
"TECURS Wireless Gaming Mouse - Wireless Mouse Gaming for PC, RGB Gaming Mice, 5 Adjustable DPI, Mouse Gaming Wireless, Mouse Rechargeable, PC Mouse Gamer, Gaming Accessories, Black",$15.99,4.4 out of 5 stars,(396),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A05944331W43LCE911KCN&qualifier=1673328842&id=7266157594052332&widgetName=sp_atf_next&url=%2FTECURS-Wireless-Gaming-Mouse-Rechargeable%2Fdp%2FB09QB8T592%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328842%26sr%3D8-82-spons%26psc%3D1%26smid%3DA1CWOY4X6ZRNWZ
"CORSAIR M65 Pro RGB - FPS Gaming Mouse - 12,000 DPI Optical Sensor - Adjustable DPI Sniper Button - Tunable Weights -  Black (CH-9300011-NA)",$37.98,4.4 out of 5 stars,"(3,307)",https://www.amazon.com/CORSAIR-M65-Pro-RGB-Adjustable/dp/B01D63UU52/ref=sr_1_83?keywords=gaming+mouse&qid=1673328842&sr=8-83
"Lenovo Legion M600s Wireless Gaming Mouse, Up to 19000 DPI, 69 Grams, 6 Programmable Buttons, RGB 16.8 Million Colors",$81.99,4.7 out of 5 stars,"(6,502)",https://www.amazon.com/Lenovo-Wireless-Programmable-Buttons-Million/dp/B0B9YH2QBD/ref=sr_1_84?keywords=gaming+mouse&qid=1673328842&sr=8-84
"SteelSeries Sensei Ten Gaming Mouse 18,000 CPI TrueMove Pro Optical Sensor Ambidextrous Design 8 Programmable Buttons 60M Click Mechanical Switches – RGB Lighting",$45.99,4.4 out of 5 stars,(617),https://www.amazon.com/SteelSeries-Sensei-Ten-Gaming-Mouse/dp/B07Y3Q2PYH/ref=sr_1_85?keywords=gaming+mouse&qid=1673328842&sr=8-85
